candidate_id,cif_path,formation_energy,target_label,fail_low,fail_high,formula,reduced_formula,m_element,space_group_number,space_group_symbol,min_interatomic_distance,volume_per_atom,min_li_o_neighbors,min_m_o_neighbors
job_151_Al_fe_-1.416_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_151_Al_fe_-1.416_n4_generated_crystals_cif__gen_0.cif,-3.161771535873413,0,1,0,Li1 Al2 O4,LiAl2O4,Al,1,P1,1.87423,9.167059,5,6
job_222_Ti_fe_-0.813_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_222_Ti_fe_-0.813_n4_generated_crystals_cif__gen_3.cif,-3.177081823348999,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,1,P1,1.94716,10.870291,6,6
job_185_Co_fe_-0.960_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_185_Co_fe_-0.960_n4_generated_crystals_cif__gen_2.cif,-1.4677742719650269,0,0,1,Li1 Co2 O4,Li(CoO2)2,Co,12,C2/m,1.921202,9.942874,6,6
job_246_Al_fe_-1.026_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_246_Al_fe_-1.026_n4_generated_crystals_cif__gen_0.cif,-2.729271650314331,0,1,0,Li1 Al2 O4,LiAl2O4,Al,156,P3m1,1.861592,10.296619,5,5
job_010_Al_fe_-1.346_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_010_Al_fe_-1.346_n4_generated_crystals_cif__gen_3.cif,-3.1556925773620605,0,1,0,Li1 Al2 O4,LiAl2O4,Al,8,Cm,1.878311,9.86988,6,6
job_025_Co_fe_-1.096_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_025_Co_fe_-1.096_n4_generated_crystals_cif__gen_3.cif,-1.3599703311920166,0,0,1,Li1 Co2 O4,Li(CoO2)2,Co,8,Cm,1.852149,10.724291,5,5
job_046_Ni_fe_-0.861_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_046_Ni_fe_-0.861_n4_generated_crystals_cif__gen_0.cif,-0.9966152906417848,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,44,Imm2,1.885633,9.679437,6,6
job_168_Co_fe_-1.301_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_168_Co_fe_-1.301_n4_generated_crystals_cif__gen_3.cif,-1.4167627096176147,0,0,1,Li1 Co2 O4,Li(CoO2)2,Co,44,Imm2,1.912467,9.80386,5,6
job_089_Ni_fe_-1.410_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_089_Ni_fe_-1.410_n4_generated_crystals_cif__gen_0.cif,-1.0637495517730713,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,1,P1,1.83953,9.68995,6,6
job_035_Ti_fe_-1.046_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_035_Ti_fe_-1.046_n4_generated_crystals_cif__gen_0.cif,-3.1796257495880127,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,8,Cm,1.933191,10.799527,6,6
job_073_Cr_fe_-1.375_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_073_Cr_fe_-1.375_n4_generated_crystals_cif__gen_0.cif,-2.122122287750244,1,0,0,Li1 Cr2 O4,LiCr2O4,Cr,8,Cm,1.927024,10.884567,6,6
job_102_Ni_fe_-1.495_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_102_Ni_fe_-1.495_n4_generated_crystals_cif__gen_0.cif,-0.98110032081604,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,8,Cm,1.839222,9.586582,6,6
job_105_Mn_fe_-0.898_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_105_Mn_fe_-0.898_n4_generated_crystals_cif__gen_0.cif,-2.0049145221710205,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,1,P1,1.922045,10.851218,5,6
job_009_Ti_fe_-1.009_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_009_Ti_fe_-1.009_n4_generated_crystals_cif__gen_1.cif,-3.1638171672821045,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,10,P2/m,1.989843,10.952287,6,6
job_109_Ti_fe_-0.845_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_109_Ti_fe_-0.845_n4_generated_crystals_cif__gen_1.cif,-3.188997983932495,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,1,P1,1.857298,11.779153,5,5
job_140_Al_fe_-1.392_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_140_Al_fe_-1.392_n4_generated_crystals_cif__gen_1.cif,-3.1453235149383545,0,1,0,Li1 Al2 O4,LiAl2O4,Al,8,Cm,1.894729,9.675768,6,6
job_057_Mn_fe_-0.971_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_057_Mn_fe_-0.971_n4_generated_crystals_cif__gen_1.cif,-2.0010862350463867,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,6,Pm,1.915845,10.530081,6,6
job_195_Mn_fe_-1.284_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_195_Mn_fe_-1.284_n4_generated_crystals_cif__gen_1.cif,-2.023439645767212,1,0,0,Li1 Mn2 O4,LiMn2O4,Mn,2,P-1,1.918747,10.811829,6,6
job_119_Ti_fe_-1.262_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_119_Ti_fe_-1.262_n4_generated_crystals_cif__gen_3.cif,-3.179781913757324,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,8,Cm,1.933569,10.736083,6,6
job_221_Ti_fe_-1.143_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_221_Ti_fe_-1.143_n4_generated_crystals_cif__gen_0.cif,-3.210970163345337,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,44,Imm2,1.955024,10.208558,5,6
job_161_Co_fe_-0.850_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_161_Co_fe_-0.850_n4_generated_crystals_cif__gen_0.cif,-1.4286627769470217,0,0,1,Li1 Co2 O4,Li(CoO2)2,Co,1,P1,1.883296,9.554491,5,6
job_166_Ni_fe_-0.847_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_166_Ni_fe_-0.847_n4_generated_crystals_cif__gen_0.cif,-0.9668550491333008,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,1,P1,1.854367,9.608442,6,6
job_107_Co_fe_-1.032_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_107_Co_fe_-1.032_n4_generated_crystals_cif__gen_0.cif,-1.408832311630249,0,0,1,Li1 Co2 O4,Li(CoO2)2,Co,8,Cm,1.927461,10.17105,6,6
job_148_Mn_fe_-0.904_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_148_Mn_fe_-0.904_n4_generated_crystals_cif__gen_3.cif,-2.0083227157592773,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,44,Imm2,1.908923,10.199082,6,6
job_179_Co_fe_-1.357_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_179_Co_fe_-1.357_n4_generated_crystals_cif__gen_0.cif,-1.401219129562378,0,0,1,Li1 Co2 O4,Li(CoO2)2,Co,160,R3m,1.89036,9.945977,6,6
job_068_Cr_fe_-1.051_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_068_Cr_fe_-1.051_n4_generated_crystals_cif__gen_1.cif,-2.1796183586120605,1,0,0,Li1 Cr2 O4,LiCr2O4,Cr,8,Cm,1.861242,10.056339,6,6
job_023_Co_fe_-0.919_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_023_Co_fe_-0.919_n4_generated_crystals_cif__gen_2.cif,-1.4567465782165527,0,0,1,Li1 Co2 O4,Li(CoO2)2,Co,1,P1,1.90962,9.877702,6,6
job_116_Ti_fe_-1.462_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_116_Ti_fe_-1.462_n4_generated_crystals_cif__gen_3.cif,-3.225926160812378,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,1,P1,1.968579,10.003437,5,6
job_020_Mn_fe_-0.989_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_020_Mn_fe_-0.989_n4_generated_crystals_cif__gen_0.cif,-2.0219147205352783,1,0,0,Li1 Mn2 O4,LiMn2O4,Mn,1,P1,1.925373,10.984384,6,6
job_077_Ni_fe_-1.238_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_077_Ni_fe_-1.238_n4_generated_crystals_cif__gen_1.cif,-1.0636080503463743,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,6,Pm,1.870377,9.786657,6,6
job_249_Cr_fe_-1.500_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_249_Cr_fe_-1.500_n4_generated_crystals_cif__gen_3.cif,-2.196943044662476,0,1,0,Li1 Cr2 O4,LiCr2O4,Cr,1,P1,1.915505,11.12234,4,6
job_203_Ni_fe_-0.895_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_203_Ni_fe_-0.895_n4_generated_crystals_cif__gen_1.cif,-0.9687165021896362,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,8,Cm,1.837052,9.356733,6,6
job_043_Mn_fe_-1.340_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_043_Mn_fe_-1.340_n4_generated_crystals_cif__gen_1.cif,-2.03938102722168,1,0,0,Li1 Mn2 O4,LiMn2O4,Mn,6,Pm,1.936892,10.964811,6,6
job_148_Mn_fe_-0.904_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_148_Mn_fe_-0.904_n4_generated_crystals_cif__gen_0.cif,-1.8770301342010496,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,1,P1,1.814269,10.079874,6,5
job_190_Mn_fe_-0.838_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_190_Mn_fe_-0.838_n4_generated_crystals_cif__gen_2.cif,-1.9161067008972168,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,8,Cm,1.899685,11.043499,4,6
job_123_Ni_fe_-1.305_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_123_Ni_fe_-1.305_n4_generated_crystals_cif__gen_2.cif,-0.963112771511078,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,8,Cm,1.850251,9.5458,6,6
job_182_Cr_fe_-1.464_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_182_Cr_fe_-1.464_n4_generated_crystals_cif__gen_3.cif,-2.1561551094055176,1,0,0,Li1 Cr2 O4,LiCr2O4,Cr,8,Cm,1.849948,9.826893,4,6
job_232_Mn_fe_-1.004_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_232_Mn_fe_-1.004_n4_generated_crystals_cif__gen_3.cif,-1.9042694568634035,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,1,P1,1.7887,11.602327,5,5
job_111_Ni_fe_-0.951_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_111_Ni_fe_-0.951_n4_generated_crystals_cif__gen_1.cif,-1.0768396854400637,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,1,P1,1.865808,10.185478,6,6
job_235_Ti_fe_-0.842_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_235_Ti_fe_-0.842_n4_generated_crystals_cif__gen_0.cif,-3.1692957878112797,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,10,P2/m,1.987661,10.890464,6,6
job_112_Cr_fe_-1.215_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_112_Cr_fe_-1.215_n4_generated_crystals_cif__gen_2.cif,-2.2128608226776123,0,1,0,Li1 Cr2 O4,LiCr2O4,Cr,2,P-1,1.976939,10.400366,6,6
job_059_Ti_fe_-1.388_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_059_Ti_fe_-1.388_n4_generated_crystals_cif__gen_2.cif,-3.177144765853882,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,8,Cm,1.954502,10.90989,6,6
job_049_Al_fe_-1.223_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_049_Al_fe_-1.223_n4_generated_crystals_cif__gen_1.cif,-3.1590735912323,0,1,0,Li1 Al2 O4,LiAl2O4,Al,8,Cm,1.871967,9.794719,6,6
job_194_Ni_fe_-1.199_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_194_Ni_fe_-1.199_n4_generated_crystals_cif__gen_1.cif,-0.9629971981048584,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,8,Cm,1.823123,10.007348,5,5
job_211_Ti_fe_-1.424_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_211_Ti_fe_-1.424_n4_generated_crystals_cif__gen_3.cif,-3.170560121536255,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,160,R3m,1.965985,10.939356,6,6
job_073_Cr_fe_-1.375_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_073_Cr_fe_-1.375_n4_generated_crystals_cif__gen_3.cif,-2.1547746658325195,1,0,0,Li1 Cr2 O4,LiCr2O4,Cr,1,P1,1.856557,9.740384,6,6
job_135_Co_fe_-0.851_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_135_Co_fe_-0.851_n4_generated_crystals_cif__gen_1.cif,-1.5070674419403076,0,0,1,Li1 Co2 O4,Li(CoO2)2,Co,12,C2/m,1.895878,9.818302,6,6
job_126_Cr_fe_-0.901_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_126_Cr_fe_-0.901_n4_generated_crystals_cif__gen_3.cif,-2.1577799320220947,1,0,0,Li1 Cr2 O4,LiCr2O4,Cr,8,Cm,1.816889,11.345218,5,5
job_245_Al_fe_-1.035_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_245_Al_fe_-1.035_n4_generated_crystals_cif__gen_3.cif,-2.941917896270752,0,1,0,Li1 Al2 O4,LiAl2O4,Al,1,P1,1.728933,11.871593,4,4
job_228_Ti_fe_-0.950_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_228_Ti_fe_-0.950_n4_generated_crystals_cif__gen_1.cif,-3.1674187183380127,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,160,R3m,1.963418,10.9834,6,6
job_056_Ni_fe_-1.143_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_056_Ni_fe_-1.143_n4_generated_crystals_cif__gen_3.cif,-0.9739118814468384,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,1,P1,1.848806,9.524739,6,6
job_055_Al_fe_-1.247_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_055_Al_fe_-1.247_n4_generated_crystals_cif__gen_2.cif,-3.1589367389678955,0,1,0,Li1 Al2 O4,LiAl2O4,Al,44,Imm2,1.871729,9.108252,5,6
job_126_Cr_fe_-0.901_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_126_Cr_fe_-0.901_n4_generated_crystals_cif__gen_2.cif,-2.234515428543091,0,1,0,Li1 Cr2 O4,LiCr2O4,Cr,8,Cm,1.938011,10.104172,5,6
job_009_Ti_fe_-1.009_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_009_Ti_fe_-1.009_n4_generated_crystals_cif__gen_3.cif,-3.144485712051392,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,156,P3m1,1.837721,11.221326,3,5
job_069_Mn_fe_-1.295_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_069_Mn_fe_-1.295_n4_generated_crystals_cif__gen_3.cif,-2.0107548236846924,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,1,P1,1.916582,10.912672,5,6
job_198_Ni_fe_-1.023_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_198_Ni_fe_-1.023_n4_generated_crystals_cif__gen_0.cif,-1.0517443418502808,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,10,P2/m,1.871895,9.779754,6,6
job_006_Mn_fe_-1.347_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_006_Mn_fe_-1.347_n4_generated_crystals_cif__gen_0.cif,-1.9178762435913088,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,8,Cm,1.960566,11.151853,6,6
job_012_Cr_fe_-1.495_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_012_Cr_fe_-1.495_n4_generated_crystals_cif__gen_0.cif,-2.18317985534668,0,1,0,Li1 Cr2 O4,LiCr2O4,Cr,1,P1,1.867868,11.277602,4,6
job_187_Ni_fe_-0.981_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_187_Ni_fe_-0.981_n4_generated_crystals_cif__gen_3.cif,-0.8788166642189026,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,8,Cm,1.935462,10.214057,6,6
job_069_Mn_fe_-1.295_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_069_Mn_fe_-1.295_n4_generated_crystals_cif__gen_0.cif,-1.9121254682540891,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,8,Cm,1.870151,10.24249,6,6
job_213_Al_fe_-1.344_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_213_Al_fe_-1.344_n4_generated_crystals_cif__gen_1.cif,-3.1154184341430664,0,1,0,Li1 Al2 O4,LiAl2O4,Al,8,Cm,1.789039,10.837373,4,5
job_194_Ni_fe_-1.199_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_194_Ni_fe_-1.199_n4_generated_crystals_cif__gen_2.cif,-1.0326850414276123,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,12,C2/m,1.868736,9.928866,6,6
job_094_Cr_fe_-0.989_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_094_Cr_fe_-0.989_n4_generated_crystals_cif__gen_0.cif,-2.136093616485596,1,0,0,Li1 Cr2 O4,LiCr2O4,Cr,8,Cm,1.836475,10.769074,4,5
job_137_Al_fe_-1.012_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_137_Al_fe_-1.012_n4_generated_crystals_cif__gen_1.cif,-2.91833758354187,0,1,0,Li1 Al2 O4,LiAl2O4,Al,8,Cm,1.727687,9.331066,3,5
job_103_Ti_fe_-1.058_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_103_Ti_fe_-1.058_n4_generated_crystals_cif__gen_1.cif,-3.1783907413482666,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,1,P1,1.838749,9.299875,6,6
job_061_Mn_fe_-1.231_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_061_Mn_fe_-1.231_n4_generated_crystals_cif__gen_2.cif,-2.0183801651000977,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,8,Cm,1.929066,10.76478,6,6
job_049_Al_fe_-1.223_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_049_Al_fe_-1.223_n4_generated_crystals_cif__gen_3.cif,-3.159355401992798,0,1,0,Li1 Al2 O4,LiAl2O4,Al,8,Cm,1.883189,10.061607,6,6
job_220_Cr_fe_-1.305_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_220_Cr_fe_-1.305_n4_generated_crystals_cif__gen_1.cif,-2.181419849395752,0,1,0,Li1 Cr2 O4,LiCr2O4,Cr,8,Cm,1.941675,10.630626,6,6
job_108_Ni_fe_-1.123_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_108_Ni_fe_-1.123_n4_generated_crystals_cif__gen_0.cif,-1.0719245672225952,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,1,P1,1.866206,9.843311,6,6
job_045_Al_fe_-1.313_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_045_Al_fe_-1.313_n4_generated_crystals_cif__gen_0.cif,-3.163241386413574,0,1,0,Li1 Al2 O4,LiAl2O4,Al,119,I-4m2,1.895898,9.059463,6,6
job_123_Ni_fe_-1.305_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_123_Ni_fe_-1.305_n4_generated_crystals_cif__gen_3.cif,-1.031505107879639,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,8,Cm,1.863582,9.861024,6,6
job_070_Ni_fe_-1.182_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_070_Ni_fe_-1.182_n4_generated_crystals_cif__gen_1.cif,-1.0509977340698242,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,2,P-1,1.864505,9.735537,6,6
job_024_Mg_fe_-0.880_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_024_Mg_fe_-0.880_n4_generated_crystals_cif__gen_3.cif,-2.004354953765869,0,0,1,Li1 Mg2 O4,LiMg2O4,Mg,8,Cm,1.859843,10.958678,4,5
job_191_Ti_fe_-0.867_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_191_Ti_fe_-0.867_n4_generated_crystals_cif__gen_1.cif,-3.196074724197388,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,12,C2/m,1.938622,10.886077,6,6
job_087_Cr_fe_-1.452_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_087_Cr_fe_-1.452_n4_generated_crystals_cif__gen_2.cif,-2.19195294380188,0,1,0,Li1 Cr2 O4,LiCr2O4,Cr,6,Pm,1.918167,10.638302,6,6
job_105_Mn_fe_-0.898_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_105_Mn_fe_-0.898_n4_generated_crystals_cif__gen_3.cif,-1.9902012348175049,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,8,Cm,1.963226,10.837539,6,6
